"Status";"Amount";"Customer";"Pipeline status";"Status";"Creation date";"Closing date";"Product";"Country";"Sales person";"Prob"
"GREY";"14,600.1";"Company 2";"STANDBY";"VERBAL COMMITMENT";"04/11/2012 00:37:24";"03/02/2013 00:37:24";"PRODUCT 1";"Belgium";"Neva Hunger";"47.75"
"YELLOW";"8,673.357";"Company 4";"EARLY";"DEMO";"31/10/2012 19:08:24";"10/03/2013 19:08:24";"PRODUCT 1";"Netherlands";"Kathrine Janas";"73.99"
"GREEN";"12,939.668";"Company 1";"STANDBY";"STANDBY";"01/11/2012 12:23:24";"30/01/2013 12:23:24";"PRODUCT 2";"Indonesia";"Darryl Innes";"94.267"
"RED";"13,841.403";"Company 3";"ADVANCED";"WIN";"23/11/2012 22:46:24";"25/03/2013 22:46:24";"PRODUCT 11";"Sweden";"Jamie Gilbeau";"8.074"
"GREEN";"13,433.615";"Company 3";"EARLY";"WIN";"11/11/2012 15:05:24";"13/03/2013 15:05:24";"PRODUCT 8";"Canada";"Jerri Preble";"97.476"
"RED";"12,441.575";"Company 6";"STANDBY";"VERBAL COMMITMENT";"07/11/2012 01:14:24";"03/03/2013 01:14:24";"PRODUCT 3";"Canada";"Kathrine Janas";"15.516"
"RED";"8,209.118";"Company 8";"ADVANCED";"SHORT LISTED";"13/11/2012 12:56:24";"11/02/2013 12:56:24";"PRODUCT 7";"Japan";"Jamie Gilbeau";"15.134"
"YELLOW";"9,643.262";"Company 7";"STANDBY";"WIN";"03/11/2012 08:13:24";"13/02/2013 08:13:24";"PRODUCT 11";"Norway";"Neva Hunger";"65.901"
"GREY";"10,010.576";"Company 6";"STANDBY";"STANDBY";"12/11/2012 23:12:24";"24/02/2013 23:12:24";"PRODUCT 8";"Brazil";"Julio Burdge";"30.806"
"RED";"14,190.762";"Company 7";"STANDBY";"VERBAL COMMITMENT";"11/11/2012 16:07:24";"27/02/2013 16:07:24";"PRODUCT 8";"Spain";"Roxie Foraker";"0.383"
"RED";"8,742.915";"Company 4";"ADVANCED";"SHORT LISTED";"18/11/2012 20:33:24";"09/03/2013 20:33:24";"PRODUCT 5";"Poland";"Nita Marling";"6.429"
"YELLOW";"9,889.946";"Company 7";"EARLY";"CONTACTED";"24/11/2012 04:19:24";"14/03/2013 04:19:24";"PRODUCT 11";"Canada";"Kathrine Janas";"62.579"
"RED";"11,276.611";"Company 3";"ADVANCED";"WIN";"07/11/2012 16:22:24";"11/02/2013 16:22:24";"PRODUCT 3";"Poland";"Jamie Gilbeau";"4.02"
"RED";"12,106.643";"Company 7";"ADVANCED";"WIN";"17/11/2012 00:39:24";"15/03/2013 00:39:24";"PRODUCT 2";"Sweden";"Julio Burdge";"23.588"
"GREY";"14,014.432";"Company 4";"EARLY";"SHORT LISTED";"26/11/2012 14:08:24";"04/03/2013 14:08:24";"PRODUCT 1";"Belgium";"Julio Burdge";"26.526"
"YELLOW";"9,776.739";"Company 5";"STANDBY";"STANDBY";"07/11/2012 01:16:24";"07/02/2013 01:16:24";"PRODUCT 8";"France";"Jamie Gilbeau";"51.167"
"GREY";"9,719.9";"Company 5";"STANDBY";"VERBAL COMMITMENT";"23/11/2012 02:02:24";"26/03/2013 02:02:24";"PRODUCT 11";"China";"Kathrine Janas";"27.807"
"YELLOW";"13,427.998";"Company 6";"EARLY";"WIN";"09/11/2012 02:49:24";"09/03/2013 02:49:24";"PRODUCT 4";"United States";"Nita Marling";"73.034"
"GREY";"11,107.468";"Company 3";"EARLY";"VERBAL COMMITMENT";"15/11/2012 01:33:24";"22/02/2013 01:33:24";"PRODUCT 6";"United Kingdom";"Jerri Preble";"41.772"
"GREEN";"9,713.6";"Company 7";"EARLY";"WIN";"03/11/2012 15:04:24";"26/02/2013 15:04:24";"PRODUCT 4";"Saudi Arabia";"Julio Burdge";"84.321"
"GREEN";"10,694.419";"Company 2";"EARLY";"VERBAL COMMITMENT";"17/11/2012 06:25:24";"30/03/2013 06:25:24";"PRODUCT 7";"Brazil";"Roxie Foraker";"80.642"
"GREY";"14,957.399";"Company 8";"ADVANCED";"CONTACTED";"02/11/2012 05:53:24";"05/02/2013 05:53:24";"PRODUCT 6";"Switzerland";"Roxie Foraker";"49.162"
"YELLOW";"13,414.486";"Company 2";"EARLY";"WIN";"09/11/2012 05:58:24";"07/02/2013 05:58:24";"PRODUCT 2";"Norway";"Jerri Preble";"52.364"
"GREY";"14,210.9";"Company 5";"STANDBY";"VERBAL COMMITMENT";"05/12/2012 14:29:24";"21/03/2013 14:29:24";"PRODUCT 8";"Canada";"Jamie Gilbeau";"46.424"
"GREY";"12,493.181";"Company 9";"STANDBY";"LOST";"16/12/2012 02:03:24";"29/03/2013 02:03:24";"PRODUCT 8";"Australia";"Julio Burdge";"47.163"
"RED";"13,321.952";"Company 1";"EARLY";"DEMO";"13/12/2012 16:20:24";"24/03/2013 16:20:24";"PRODUCT 1";"United Kingdom";"Jerri Preble";"9.579"
"GREY";"10,084.858";"Company 3";"STANDBY";"VERBAL COMMITMENT";"13/12/2012 02:01:24";"13/03/2013 02:01:24";"PRODUCT 3";"Canada";"Neva Hunger";"43.229"
"RED";"11,515.166";"Company 4";"STANDBY";"CONTACTED";"13/12/2012 23:10:24";"25/03/2013 23:10:24";"PRODUCT 8";"Poland";"Darryl Innes";"10.715"
"GREEN";"9,171.479";"Company 2";"ADVANCED";"STANDBY";"01/12/2012 16:51:24";"23/03/2013 16:51:24";"PRODUCT 8";"Japan";"Nita Marling";"81.554"
"GREY";"9,984.043";"Company 8";"EARLY";"SHORT LISTED";"25/12/2012 21:30:24";"25/04/2013 21:30:24";"PRODUCT 10";"Turkey";"Kathrine Janas";"38.688"
"YELLOW";"8,223.109";"Company 5";"STANDBY";"DEMO";"11/12/2012 00:02:24";"22/03/2013 00:02:24";"PRODUCT 8";"Japan";"Jamie Gilbeau";"59.901"
"RED";"10,994.826";"Company 8";"ADVANCED";"CONTACTED";"02/12/2012 00:13:24";"19/03/2013 00:13:24";"PRODUCT 8";"Brazil";"Kathrine Janas";"21.415"
"GREEN";"9,120.126";"Company 8";"STANDBY";"WIN";"24/12/2012 22:22:24";"12/04/2013 22:22:24";"PRODUCT 2";"Norway";"Jerri Preble";"95.921"
"GREY";"11,002.075";"Company 8";"STANDBY";"STANDBY";"19/12/2012 19:03:24";"30/03/2013 19:03:24";"PRODUCT 6";"Germany";"Darryl Innes";"42.312"
"RED";"13,837.153";"Company 7";"ADVANCED";"STANDBY";"06/12/2012 23:42:24";"27/03/2013 23:42:24";"PRODUCT 11";"Belgium";"Roxie Foraker";"9.402"
"RED";"12,275.948";"Company 7";"ADVANCED";"LOST";"25/12/2012 03:15:24";"29/03/2013 03:15:24";"PRODUCT 7";"Canada";"Jerri Preble";"0.862"
"YELLOW";"13,388.702";"Company 4";"STANDBY";"WIN";"30/11/2012 06:51:24";"09/03/2013 06:51:24";"PRODUCT 8";"United Kingdom";"Jerri Preble";"73.671"
"YELLOW";"14,541.214";"Company 5";"EARLY";"VERBAL COMMITMENT";"03/12/2012 02:02:24";"12/03/2013 02:02:24";"PRODUCT 5";"South Korea";"Nita Marling";"67.332"
"GREEN";"14,536.542";"Company 7";"ADVANCED";"VERBAL COMMITMENT";"19/12/2012 00:53:24";"27/03/2013 00:53:24";"PRODUCT 8";"Brazil";"Julio Burdge";"86.121"
"GREEN";"11,127.981";"Company 4";"STANDBY";"WIN";"05/12/2012 06:35:24";"21/03/2013 06:35:24";"PRODUCT 6";"Belgium";"Jerri Preble";"81.632"
"RED";"9,758.789";"Company 3";"EARLY";"QUALIFIED";"22/12/2012 07:24:24";"11/04/2013 07:24:24";"PRODUCT 8";"Germany";"Darryl Innes";"7.892"
"GREY";"14,134.133";"Company 1";"STANDBY";"SHORT LISTED";"08/12/2012 03:08:24";"04/04/2013 03:08:24";"PRODUCT 8";"Indonesia";"Kathrine Janas";"46.306"
"RED";"12,980.704";"Company 4";"STANDBY";"LOST";"14/12/2012 09:07:24";"28/03/2013 09:07:24";"PRODUCT 5";"Canada";"Jamie Gilbeau";"22.689"
"YELLOW";"14,099.501";"Company 8";"ADVANCED";"VERBAL COMMITMENT";"03/12/2012 11:27:24";"15/03/2013 11:27:24";"PRODUCT 3";"Norway";"Nita Marling";"63.673"
"YELLOW";"10,567.221";"Company 1";"EARLY";"SHORT LISTED";"05/12/2012 09:30:24";"17/04/2013 09:30:24";"PRODUCT 4";"Japan";"Nita Marling";"64.733"
"YELLOW";"10,691.746";"Company 6";"STANDBY";"WIN";"11/12/2012 20:12:24";"24/04/2013 20:12:24";"PRODUCT 2";"Australia";"Jamie Gilbeau";"67.104"
"YELLOW";"13,077.186";"Company 5";"EARLY";"QUALIFIED";"26/12/2012 12:59:24";"01/05/2013 12:59:24";"PRODUCT 3";"Poland";"Kathrine Janas";"65.864"
"GREEN";"12,903.953";"Company 2";"STANDBY";"STANDBY";"07/12/2012 01:36:24";"12/04/2013 01:36:24";"PRODUCT 8";"Poland";"Roxie Foraker";"96.436"
"YELLOW";"8,279.32";"Company 1";"EARLY";"LOST";"06/12/2012 13:20:24";"03/04/2013 13:20:24";"PRODUCT 5";"India";"Jerri Preble";"71.779"
"YELLOW";"12,263.959";"Company 8";"STANDBY";"STANDBY";"07/12/2012 15:43:24";"20/03/2013 15:43:24";"PRODUCT 2";"Netherlands";"Jerri Preble";"67.536"
"GREEN";"14,929.897";"Company 5";"ADVANCED";"WIN";"08/12/2012 00:13:24";"07/04/2013 00:13:24";"PRODUCT 10";"Mexico";"Julio Burdge";"77.407"
"GREEN";"9,555.388";"Company 1";"STANDBY";"LOST";"08/12/2012 00:09:24";"17/04/2013 00:09:24";"PRODUCT 3";"South Korea";"Neva Hunger";"85.998"
"GREY";"9,812.143";"Company 5";"EARLY";"DEMO";"13/12/2012 17:04:24";"30/03/2013 17:04:24";"PRODUCT 8";"Netherlands";"Jerri Preble";"31.433"
"YELLOW";"14,550.409";"Company 5";"ADVANCED";"LOST";"17/01/2013 10:49:24";"19/04/2013 10:49:24";"PRODUCT 6";"Spain";"Julio Burdge";"54.98"
"YELLOW";"11,537.35";"Company 3";"STANDBY";"QUALIFIED";"20/01/2013 13:55:24";"27/04/2013 13:55:24";"PRODUCT 6";"India";"Neva Hunger";"59.957"
"GREY";"8,254.211";"Company 4";"EARLY";"LOST";"03/01/2013 01:04:24";"06/05/2013 01:04:24";"PRODUCT 3";"Switzerland";"Roxie Foraker";"27.192"
"YELLOW";"9,607.718";"Company 6";"ADVANCED";"CONTACTED";"13/01/2013 06:02:24";"13/05/2013 06:02:24";"PRODUCT 3";"United Kingdom";"Roxie Foraker";"59.295"
"YELLOW";"11,161.203";"Company 3";"STANDBY";"QUALIFIED";"17/01/2013 07:33:24";"20/05/2013 07:33:24";"PRODUCT 7";"Norway";"Roxie Foraker";"51.011"
"RED";"8,240.904";"Company 7";"EARLY";"WIN";"21/01/2013 19:18:24";"03/05/2013 19:18:24";"PRODUCT 2";"Spain";"Darryl Innes";"7.918"
"YELLOW";"9,022.921";"Company 6";"ADVANCED";"LOST";"31/12/2012 18:01:24";"13/04/2013 18:01:24";"PRODUCT 10";"United Kingdom";"Darryl Innes";"60.742"
"GREY";"13,456.295";"Company 3";"EARLY";"LOST";"19/01/2013 21:39:24";"19/04/2013 21:39:24";"PRODUCT 4";"Australia";"Julio Burdge";"47.539"
"YELLOW";"12,627.666";"Company 9";"STANDBY";"STANDBY";"10/01/2013 13:52:24";"02/05/2013 13:52:24";"PRODUCT 7";"Japan";"Jerri Preble";"61.028"
"GREEN";"8,923.004";"Company 1";"ADVANCED";"DEMO";"08/01/2013 10:25:24";"02/05/2013 10:25:24";"PRODUCT 3";"United Kingdom";"Julio Burdge";"83.331"
"YELLOW";"10,091.852";"Company 6";"EARLY";"LOST";"22/01/2013 04:05:24";"25/04/2013 04:05:24";"PRODUCT 7";"Indonesia";"Nita Marling";"55.385"
"YELLOW";"8,069.578";"Company 6";"STANDBY";"VERBAL COMMITMENT";"23/01/2013 13:15:24";"30/05/2013 13:15:24";"PRODUCT 6";"Poland";"Nita Marling";"53.294"
"YELLOW";"11,163.079";"Company 4";"STANDBY";"VERBAL COMMITMENT";"21/01/2013 04:01:24";"04/06/2013 04:01:24";"PRODUCT 3";"Brazil";"Jamie Gilbeau";"68.889"
"RED";"10,955.428";"Company 5";"ADVANCED";"VERBAL COMMITMENT";"12/01/2013 02:54:24";"20/05/2013 02:54:24";"PRODUCT 4";"India";"Nita Marling";"16.757"
"RED";"12,034.918";"Company 9";"STANDBY";"CONTACTED";"10/01/2013 08:04:24";"20/04/2013 08:04:24";"PRODUCT 8";"Sweden";"Jamie Gilbeau";"15.002"
"RED";"9,403.977";"Company 8";"EARLY";"VERBAL COMMITMENT";"04/01/2013 06:50:24";"04/05/2013 06:50:24";"PRODUCT 10";"Russia";"Neva Hunger";"12.022"
"YELLOW";"10,173.423";"Company 3";"STANDBY";"DEMO";"02/01/2013 04:17:24";"01/05/2013 04:17:24";"PRODUCT 3";"Russia";"Jerri Preble";"56.534"
"GREY";"8,897.526";"Company 3";"ADVANCED";"LOST";"02/01/2013 04:46:24";"10/05/2013 04:46:24";"PRODUCT 8";"Germany";"Julio Burdge";"33.151"
"RED";"9,655.352";"Company 8";"STANDBY";"SHORT LISTED";"23/01/2013 21:14:24";"29/05/2013 21:14:24";"PRODUCT 3";"Indonesia";"Nita Marling";"10.749"
"GREEN";"14,733.842";"Company 2";"EARLY";"QUALIFIED";"19/01/2013 00:51:24";"05/05/2013 00:51:24";"PRODUCT 6";"Canada";"Kathrine Janas";"75.894"
"GREY";"13,518.118";"Company 1";"ADVANCED";"VERBAL COMMITMENT";"16/01/2013 13:04:24";"17/04/2013 13:04:24";"PRODUCT 10";"Brazil";"Roxie Foraker";"48.614"
"RED";"13,944.462";"Company 5";"EARLY";"DEMO";"14/01/2013 22:24:24";"29/04/2013 22:24:24";"PRODUCT 1";"South Korea";"Jerri Preble";"2.75"
"GREY";"13,621.45";"Company 9";"EARLY";"VERBAL COMMITMENT";"22/01/2013 10:42:24";"05/05/2013 10:42:24";"PRODUCT 11";"United Kingdom";"Nita Marling";"38.182"
"GREEN";"12,474.712";"Company 1";"EARLY";"SHORT LISTED";"23/01/2013 19:35:24";"27/05/2013 19:35:24";"PRODUCT 11";"Turkey";"Kathrine Janas";"77.176"
"GREEN";"9,520.773";"Company 2";"EARLY";"DEMO";"08/01/2013 00:34:24";"29/04/2013 00:34:24";"PRODUCT 8";"Poland";"Roxie Foraker";"82.123"
"RED";"12,125.456";"Company 7";"EARLY";"DEMO";"15/01/2013 10:41:24";"26/05/2013 10:41:24";"PRODUCT 1";"Japan";"Roxie Foraker";"16.94"
"GREEN";"10,852.313";"Company 2";"ADVANCED";"LOST";"15/01/2013 09:04:24";"02/05/2013 09:04:24";"PRODUCT 5";"Russia";"Neva Hunger";"99.39"
"RED";"14,756.551";"Company 3";"EARLY";"QUALIFIED";"17/01/2013 07:25:24";"13/05/2013 07:25:24";"PRODUCT 1";"Norway";"Darryl Innes";"16.601"
"RED";"12,729.917";"Company 6";"EARLY";"WIN";"06/01/2013 11:34:24";"09/04/2013 11:34:24";"PRODUCT 8";"Norway";"Kathrine Janas";"1.028"
"GREEN";"8,252.028";"Company 1";"EARLY";"LOST";"26/01/2013 07:05:24";"03/05/2013 07:05:24";"PRODUCT 1";"United Kingdom";"Darryl Innes";"89.145"
"RED";"10,653.59";"Company 9";"EARLY";"SHORT LISTED";"17/02/2013 09:22:24";"21/05/2013 09:22:24";"PRODUCT 3";"South Korea";"Jamie Gilbeau";"10.123"
"GREEN";"14,746.994";"Company 3";"STANDBY";"STANDBY";"01/02/2013 12:10:24";"24/05/2013 12:10:24";"PRODUCT 6";"Italy";"Nita Marling";"76.751"
"GREEN";"9,429.752";"Company 2";"EARLY";"QUALIFIED";"21/02/2013 16:24:24";"26/06/2013 16:24:24";"PRODUCT 1";"France";"Roxie Foraker";"75.892"
"GREEN";"8,616.241";"Company 2";"STANDBY";"QUALIFIED";"11/02/2013 12:55:24";"10/06/2013 12:55:24";"PRODUCT 1";"Indonesia";"Jamie Gilbeau";"80.702"
"GREY";"8,603.218";"Company 8";"EARLY";"CONTACTED";"01/02/2013 11:06:24";"11/06/2013 11:06:24";"PRODUCT 6";"Spain";"Julio Burdge";"31.916"
"YELLOW";"8,724.59";"Company 2";"EARLY";"LOST";"06/02/2013 03:25:24";"25/05/2013 03:25:24";"PRODUCT 3";"Netherlands";"Jamie Gilbeau";"60.436"
"GREY";"9,900.888";"Company 7";"EARLY";"QUALIFIED";"18/02/2013 06:38:24";"26/06/2013 06:38:24";"PRODUCT 3";"India";"Julio Burdge";"48.507"
"YELLOW";"12,438.938";"Company 4";"STANDBY";"VERBAL COMMITMENT";"09/02/2013 04:48:24";"05/06/2013 04:48:24";"PRODUCT 8";"Australia";"Roxie Foraker";"51.737"
"GREY";"8,187.166";"Company 2";"STANDBY";"WIN";"23/02/2013 13:00:24";"14/06/2013 13:00:24";"PRODUCT 5";"United States";"Roxie Foraker";"29.225"
"YELLOW";"12,902.039";"Company 6";"STANDBY";"CONTACTED";"21/02/2013 02:04:24";"30/05/2013 02:04:24";"PRODUCT 11";"Saudi Arabia";"Darryl Innes";"54.071"
"RED";"11,431.088";"Company 5";"STANDBY";"CONTACTED";"04/02/2013 21:13:24";"28/05/2013 21:13:24";"PRODUCT 7";"Sweden";"Nita Marling";"1.525"
"GREY";"12,067.99";"Company 1";"STANDBY";"CONTACTED";"13/02/2013 20:16:24";"01/06/2013 20:16:24";"PRODUCT 7";"Turkey";"Jerri Preble";"37.05"
"YELLOW";"9,185.177";"Company 4";"ADVANCED";"QUALIFIED";"02/02/2013 08:49:24";"20/05/2013 08:49:24";"PRODUCT 11";"Australia";"Darryl Innes";"51.553"
"RED";"11,999.443";"Company 7";"ADVANCED";"DEMO";"10/02/2013 19:41:24";"29/05/2013 19:41:24";"PRODUCT 7";"South Korea";"Roxie Foraker";"16.057"
"YELLOW";"12,076.01";"Company 6";"EARLY";"QUALIFIED";"08/02/2013 21:40:24";"17/06/2013 21:40:24";"PRODUCT 3";"Japan";"Darryl Innes";"53.081"
"GREY";"8,926.535";"Company 8";"EARLY";"CONTACTED";"26/02/2013 21:54:24";"06/07/2013 21:54:24";"PRODUCT 7";"Australia";"Kathrine Janas";"46.989"
"GREY";"11,806.51";"Company 1";"ADVANCED";"LOST";"11/02/2013 13:37:24";"14/05/2013 13:37:24";"PRODUCT 11";"Indonesia";"Neva Hunger";"40.578"
"GREEN";"14,567.538";"Company 8";"STANDBY";"SHORT LISTED";"04/02/2013 21:20:24";"29/05/2013 21:20:24";"PRODUCT 3";"Brazil";"Neva Hunger";"90.16"
"GREEN";"12,169.949";"Company 2";"STANDBY";"VERBAL COMMITMENT";"26/02/2013 22:25:24";"30/05/2013 22:25:24";"PRODUCT 11";"Norway";"Julio Burdge";"76.427"
"GREEN";"10,211.221";"Company 8";"STANDBY";"WIN";"13/02/2013 23:23:24";"25/05/2013 23:23:24";"PRODUCT 8";"India";"Roxie Foraker";"93.331"
"YELLOW";"8,575.68";"Company 1";"ADVANCED";"SHORT LISTED";"05/02/2013 11:36:24";"14/05/2013 11:36:24";"PRODUCT 5";"South Korea";"Nita Marling";"62.28"
"GREY";"12,060.942";"Company 1";"EARLY";"LOST";"20/02/2013 16:10:24";"31/05/2013 16:10:24";"PRODUCT 1";"Saudi Arabia";"Roxie Foraker";"43.888"
"GREY";"10,586.577";"Company 8";"EARLY";"DEMO";"05/02/2013 00:41:24";"07/06/2013 00:41:24";"PRODUCT 8";"Belgium";"Kathrine Janas";"44.557"
"GREY";"13,340.448";"Company 5";"EARLY";"QUALIFIED";"14/02/2013 11:46:24";"17/06/2013 11:46:24";"PRODUCT 6";"Australia";"Kathrine Janas";"40.16"
"YELLOW";"12,968.204";"Company 9";"EARLY";"VERBAL COMMITMENT";"01/02/2013 18:25:24";"11/05/2013 18:25:24";"PRODUCT 8";"Belgium";"Neva Hunger";"64.078"
"GREY";"9,661.399";"Company 1";"STANDBY";"STANDBY";"14/02/2013 20:15:24";"26/06/2013 20:15:24";"PRODUCT 6";"Saudi Arabia";"Nita Marling";"31.872"
"GREEN";"9,749.692";"Company 1";"EARLY";"DEMO";"22/02/2013 03:51:24";"16/06/2013 03:51:24";"PRODUCT 11";"China";"Darryl Innes";"99.842"
"GREEN";"13,152.611";"Company 5";"ADVANCED";"LOST";"24/02/2013 08:36:24";"06/06/2013 08:36:24";"PRODUCT 10";"Canada";"Kathrine Janas";"79.747"
"YELLOW";"12,796.342";"Company 3";"STANDBY";"WIN";"27/02/2013 17:56:24";"03/06/2013 17:56:24";"PRODUCT 10";"China";"Julio Burdge";"56.948"
"GREEN";"9,851.015";"Company 3";"ADVANCED";"CONTACTED";"01/02/2013 01:06:24";"07/06/2013 01:06:24";"PRODUCT 10";"Italy";"Nita Marling";"84.242"
"GREY";"8,393.95";"Company 6";"EARLY";"VERBAL COMMITMENT";"12/03/2013 00:56:24";"23/06/2013 00:56:24";"PRODUCT 7";"Norway";"Jerri Preble";"48.65"
"GREY";"10,854.34";"Company 8";"EARLY";"QUALIFIED";"24/03/2013 13:01:24";"11/07/2013 13:01:24";"PRODUCT 10";"Mexico";"Nita Marling";"33.428"
"RED";"9,344.838";"Company 5";"EARLY";"WIN";"18/03/2013 03:51:24";"10/07/2013 03:51:24";"PRODUCT 5";"Brazil";"Kathrine Janas";"22.559"
"RED";"11,735.507";"Company 3";"STANDBY";"SHORT LISTED";"01/03/2013 00:36:24";"01/07/2013 00:36:24";"PRODUCT 7";"Norway";"Jamie Gilbeau";"20.009"
"GREEN";"10,075.617";"Company 1";"ADVANCED";"WIN";"16/03/2013 22:48:24";"27/07/2013 22:48:24";"PRODUCT 2";"France";"Jerri Preble";"80.983"
"GREEN";"10,718.747";"Company 6";"STANDBY";"CONTACTED";"09/03/2013 12:36:24";"11/07/2013 12:36:24";"PRODUCT 8";"Russia";"Jamie Gilbeau";"77.483"
"GREY";"9,256.661";"Company 1";"EARLY";"CONTACTED";"03/03/2013 05:04:24";"10/07/2013 05:04:24";"PRODUCT 7";"France";"Neva Hunger";"45.403"
"GREEN";"12,117.438";"Company 1";"STANDBY";"DEMO";"24/03/2013 15:29:24";"23/07/2013 15:29:24";"PRODUCT 6";"United States";"Jamie Gilbeau";"85.443"
"RED";"12,433.304";"Company 3";"STANDBY";"VERBAL COMMITMENT";"26/03/2013 20:10:24";"01/07/2013 20:10:24";"PRODUCT 6";"Japan";"Kathrine Janas";"15.101"
"GREEN";"11,533.66";"Company 9";"STANDBY";"WIN";"21/03/2013 20:54:24";"26/06/2013 20:54:24";"PRODUCT 10";"Brazil";"Julio Burdge";"94.017"
"YELLOW";"11,168.752";"Company 8";"STANDBY";"VERBAL COMMITMENT";"14/03/2013 16:27:24";"14/06/2013 16:27:24";"PRODUCT 10";"Russia";"Neva Hunger";"69.918"
"RED";"8,319.466";"Company 6";"STANDBY";"SHORT LISTED";"08/03/2013 16:40:24";"27/06/2013 16:40:24";"PRODUCT 6";"Indonesia";"Jerri Preble";"17.451"
"YELLOW";"12,198.715";"Company 3";"EARLY";"WIN";"01/03/2013 20:35:24";"02/07/2013 20:35:24";"PRODUCT 3";"United States";"Roxie Foraker";"67.155"
"GREY";"13,799.875";"Company 2";"ADVANCED";"STANDBY";"05/03/2013 06:27:24";"02/07/2013 06:27:24";"PRODUCT 1";"Poland";"Neva Hunger";"46.834"
"GREEN";"8,097.76";"Company 9";"EARLY";"SHORT LISTED";"10/03/2013 13:17:24";"15/06/2013 13:17:24";"PRODUCT 1";"Norway";"Nita Marling";"82.62"
"GREY";"9,757.583";"Company 6";"STANDBY";"CONTACTED";"09/03/2013 18:14:24";"21/06/2013 18:14:24";"PRODUCT 10";"Canada";"Darryl Innes";"31.957"
"GREY";"11,957.383";"Company 1";"EARLY";"WIN";"18/03/2013 05:26:24";"20/07/2013 05:26:24";"PRODUCT 3";"Mexico";"Roxie Foraker";"45.809"
"GREEN";"14,679.391";"Company 5";"ADVANCED";"WIN";"12/03/2013 00:38:24";"25/06/2013 00:38:24";"PRODUCT 5";"United States";"Nita Marling";"82.322"
"RED";"12,575.791";"Company 5";"EARLY";"CONTACTED";"04/03/2013 10:02:24";"26/06/2013 10:02:24";"PRODUCT 6";"Sweden";"Jerri Preble";"19.233"
"GREY";"9,264.355";"Company 1";"ADVANCED";"STANDBY";"13/03/2013 20:42:24";"22/06/2013 20:42:24";"PRODUCT 8";"Switzerland";"Jamie Gilbeau";"37.28"
"YELLOW";"14,659.417";"Company 3";"EARLY";"STANDBY";"01/03/2013 15:01:24";"01/07/2013 15:01:24";"PRODUCT 5";"Poland";"Darryl Innes";"71.878"
"YELLOW";"11,693.653";"Company 8";"STANDBY";"VERBAL COMMITMENT";"08/03/2013 03:00:24";"05/07/2013 03:00:24";"PRODUCT 4";"Mexico";"Neva Hunger";"55.326"
"GREEN";"13,536.142";"Company 5";"ADVANCED";"LOST";"27/03/2013 01:38:24";"28/06/2013 01:38:24";"PRODUCT 8";"Germany";"Jerri Preble";"96.817"
"YELLOW";"12,162.169";"Company 5";"EARLY";"LOST";"05/03/2013 00:33:24";"14/06/2013 00:33:24";"PRODUCT 1";"France";"Jamie Gilbeau";"72.514"
"RED";"12,880.243";"Company 4";"EARLY";"SHORT LISTED";"13/03/2013 11:09:24";"16/07/2013 11:09:24";"PRODUCT 3";"Japan";"Jamie Gilbeau";"22.95"
"GREEN";"8,171.799";"Company 6";"ADVANCED";"SHORT LISTED";"09/03/2013 16:40:24";"14/07/2013 16:40:24";"PRODUCT 5";"Japan";"Nita Marling";"80.031"
"YELLOW";"11,949.052";"Company 8";"ADVANCED";"LOST";"04/03/2013 17:24:24";"05/07/2013 17:24:24";"PRODUCT 4";"Japan";"Darryl Innes";"70.896"
"YELLOW";"11,086.472";"Company 3";"STANDBY";"LOST";"24/03/2013 14:55:24";"03/08/2013 14:55:24";"PRODUCT 2";"United Kingdom";"Roxie Foraker";"70.904"
"RED";"14,831.345";"Company 3";"EARLY";"SHORT LISTED";"27/03/2013 15:05:24";"24/07/2013 15:05:24";"PRODUCT 7";"Turkey";"Roxie Foraker";"3.017"
"RED";"13,448.896";"Company 4";"EARLY";"WIN";"21/03/2013 14:31:24";"16/07/2013 14:31:24";"PRODUCT 10";"Norway";"Nita Marling";"5.842"
"RED";"9,207.438";"Company 6";"ADVANCED";"VERBAL COMMITMENT";"15/04/2013 10:04:24";"31/07/2013 10:04:24";"PRODUCT 10";"United States";"Darryl Innes";"17.589"
"GREY";"11,559.015";"Company 9";"ADVANCED";"SHORT LISTED";"04/04/2013 12:03:24";"24/07/2013 12:03:24";"PRODUCT 8";"Saudi Arabia";"Jerri Preble";"48.23"
"GREY";"9,121.009";"Company 3";"ADVANCED";"VERBAL COMMITMENT";"27/04/2013 05:55:24";"09/08/2013 05:55:24";"PRODUCT 7";"Brazil";"Jerri Preble";"37.106"
"RED";"9,814.187";"Company 3";"STANDBY";"VERBAL COMMITMENT";"02/04/2013 04:45:24";"12/07/2013 04:45:24";"PRODUCT 11";"Mexico";"Kathrine Janas";"18.256"
"GREY";"11,262.638";"Company 8";"STANDBY";"DEMO";"07/04/2013 20:28:24";"09/08/2013 20:28:24";"PRODUCT 1";"Brazil";"Nita Marling";"40.735"
"RED";"10,311.09";"Company 2";"STANDBY";"STANDBY";"18/04/2013 11:30:24";"10/08/2013 11:30:24";"PRODUCT 8";"United States";"Nita Marling";"16.181"
"GREEN";"8,265.064";"Company 9";"EARLY";"SHORT LISTED";"16/04/2013 19:35:24";"31/07/2013 19:35:24";"PRODUCT 8";"Mexico";"Jamie Gilbeau";"90.903"
